max,min,wind,rain,humidi,cloud,pressure,date,temp
32,22,9,0.0,68,24,1012,2021-02-15,31.34
34,26,5,0.2,57,48,1010,2009-03-16,39.308359213500125
38,27,15,0.0,45,7,1011,2010-03-16,32.43620999227555
37,24,5,1.9,62,38,1008,2011-03-16,37.613359213500125
37,26,8,7.6,67,26,1009,2012-03-16,35.12294372515229
38,26,10,0.0,61,23,1012,2013-03-16,35.90263340389897
39,26,11,0.0,53,31,1012,2014-03-16,37.75002512578676
36,25,11,0.6,60,49,1010,2015-03-16,39.360025125786755
35,26,15,0.0,66,31,1011,2016-03-16,35.65620999227555
35,26,14,1.7,66,46,1010,2017-03-16,38.46000556793563
34,26,14,6.5,65,42,1011,2018-03-16,36.440005567935636
38,27,11,0.0,56,15,1013,2019-03-16,34.63002512578676
38,27,14,0.0,54,5,1011,2020-03-16,32.29500556793563
36,24,12,0.0,65,24,1009,2021-03-16,33.941539030917355
33,25,11,0.0,63,31,1009,2009-03-03,34.390025125786764
35,26,9,0.0,61,46,1010,2010-03-03,39.059999999999995
34,24,10,0.0,63,31,1010,2011-03-03,34.502633403898976
36,25,14,0.0,62,9,1007,2012-03-03,31.175005567935635
39,25,10,0.2,62,15,1012,2013-03-03,34.29263340389897
36,23,11,0.0,64,14,1011,2014-03-03,31.550025125786764
35,25,10,0.0,62,23,1010,2015-03-03,33.88263340389897
35,25,11,0.0,54,22,1014,2016-03-03,33.51002512578676
35,25,8,0.0,57,10,1009,2017-03-03,31.362943725152288
34,26,13,0.0,68,26,1009,2018-03-03,34.31666923472161
34,25,15,0.0,60,5,1010,2019-03-03,29.31620999227555
36,26,14,0.0,54,16,1010,2020-03-03,32.97500556793563
36,26,11,0.0,58,18,1011,2021-03-03,33.73002512578676
35,27,10,2.6,64,33,1010,2009-03-18,36.53263340389897
39,27,11,0.0,46,24,1013,2010-03-18,36.73002512578677
37,25,7,6.5,68,51,1009,2011-03-18,39.91754921336125
36,25,12,0.0,64,10,1010,2012-03-18,31.64153903091735
37,26,10,1.0,67,34,1009,2013-03-18,37.51263340389898
39,26,12,0.0,61,14,1011,2014-03-18,34.40153903091735
36,25,12,0.4,61,52,1010,2015-03-18,39.921539030917344
36,25,17,0.0,64,9,1010,2016-03-18,31.04613662462941
35,26,17,0.0,64,8,1012,2017-03-18,30.88613662462941
36,26,15,0.0,57,16,1011,2018-03-18,32.97620999227555
38,28,16,0.0,51,7,1011,2019-03-18,32.980000000000004
38,25,13,0.0,58,6,1011,2020-03-18,31.656669234721605
38,25,13,0.0,65,17,1009,2021-03-18,33.95666923472161
34,26,9,0.0,63,27,1009,2009-03-19,34.78
37,25,9,0.0,47,12,1011,2010-03-19,32.5
35,25,8,8.3,68,43,1008,2011-03-19,36.917943725152284
36,25,9,2.9,66,38,1010,2012-03-19,37.12499999999999
37,26,12,0.1,67,35,1009,2013-03-19,37.66653903091735
36,25,13,0.0,64,33,1011,2014-03-19,36.17666923472161
35,25,11,0.8,63,40,1010,2015-03-19,37.09002512578676
37,24,16,0.0,65,5,1010,2016-03-19,30.340000000000003
35,26,13,13.2,66,25,1012,2017-03-19,32.656669234721605
36,26,13,0.0,61,19,1011,2018-03-19,33.81666923472161
36,27,18,0.0,55,11,1011,2019-03-19,32.21441558772843
36,25,16,0.0,58,15,1011,2020-03-19,32.220000000000006
37,25,13,0.0,65,27,1008,2021-03-19,35.436669234721606
32,26,4,19.5,78,35,1010,2009-03-05,33.375
34,26,9,0.2,60,55,1011,2010-03-05,40.33
34,24,10,0.7,63,53,1011,2011-03-05,38.81763340389898
36,25,13,0.0,68,18,1007,2012-03-05,33.17666923472161
39,25,7,1.2,57,12,1013,2013-03-05,33.772549213361245
35,23,13,0.0,67,9,1013,2014-03-05,29.97666923472161
35,25,15,0.0,63,29,1012,2015-03-05,34.716209992275544
37,25,14,0.0,59,9,1011,2016-03-05,31.695005567935635
36,24,9,0.0,63,8,1009,2017-03-05,30.980000000000004
34,26,12,0.0,64,37,1010,2018-03-05,36.54153903091735
36,24,14,0.0,62,4,1011,2019-03-05,29.755005567935637
35,25,12,0.0,60,31,1011,2020-03-05,35.28153903091735
38,25,17,0.0,52,4,1012,2021-03-05,30.846136624629406
36,26,12,0.1,61,13,1010,2009-03-20,32.66653903091734
35,26,9,0.0,56,21,1010,2010-03-20,33.96
37,25,8,11.1,70,31,1008,2011-03-20,35.13794372515228
36,25,7,12.9,69,28,1010,2012-03-20,33.89754921336124
36,26,11,0.0,64,19,1010,2013-03-20,34.03002512578676
38,25,7,0.0,62,26,1010,2014-03-20,36.29254921336125
34,25,17,0.2,65,32,1011,2015-03-20,34.656136624629404
36,25,18,0.0,65,16,1011,2016-03-20,32.414415587728435
35,25,13,4.9,67,31,1011,2017-03-20,34.60166923472161
36,26,13,1.1,65,19,1010,2018-03-20,33.711669234721604
35,27,14,0.0,58,27,1011,2019-03-20,35.27500556793563
36,25,17,0.0,61,17,1011,2020-03-20,32.60613662462941
34,27,14,2.8,67,71,1007,2021-03-20,43.25500556793564
34,26,7,4.3,65,32,1010,2009-03-22,35.40754921336124
36,26,11,0.0,59,20,1009,2010-03-22,34.11002512578676
35,24,9,1.0,72,24,1009,2011-03-22,33.71
34,25,11,2.8,70,33,1010,2012-03-22,35.03002512578676
37,26,13,0.0,63,27,1009,2013-03-22,35.91666923472161
38,26,11,0.0,55,21,1009,2014-03-22,35.23002512578677
35,25,16,0.0,60,26,1012,2015-03-22,33.98
36,26,17,0.0,64,12,1009,2016-03-22,32.12613662462941
33,26,13,0.1,66,61,1010,2017-03-22,40.781669234721605
34,26,8,15.6,65,46,1009,2018-03-22,36.38294372515229
36,27,10,0.8,63,36,1010,2019-03-22,37.88263340389897
36,24,15,0.0,66,26,1011,2020-03-22,34.15620999227555
38,26,11,0.2,53,23,1010,2021-03-22,35.58002512578676
35,27,8,0.1,59,43,1011,2009-03-24,39.027943725152284
36,27,7,2.1,63,59,1008,2010-03-24,42.55754921336125
32,25,9,0.6,73,45,1010,2011-03-24,37.00999999999999
35,26,8,6.1,69,30,1011,2012-03-24,35.227943725152286
38,27,9,12.3,65,42,1008,2013-03-24,38.455
27,26,10,0.0,72,11,1012,2014-03-24,28.222633403898975
36,25,15,0.0,55,16,1012,2015-03-24,32.45620999227555
35,26,16,0.0,62,24,1012,2016-03-24,34.12
36,25,15,0.0,62,19,1011,2017-03-24,33.176209992275545
37,26,11,0.0,50,9,1011,2018-03-24,32.27002512578676
36,28,19,1.3,62,24,1010,2019-03-24,35.1696606338756
36,25,15,0.0,62,18,1009,2020-03-24,32.93620999227555
36,24,10,8.5,57,62,1009,2021-03-24,40.28763340389898
33,27,10,2.3,61,60,1010,2009-03-17,40.917633403898975
37,26,10,0.0,51,24,1013,2010-03-17,35.42263340389898
34,25,8,8.2,63,43,1009,2011-03-17,36.35294372515229
36,26,11,0.0,63,11,1010,2012-03-17,32.41002512578676
37,26,10,2.3,65,28,1011,2013-03-17,36.11763340389897
39,27,12,0.6,59,20,1012,2014-03-17,35.99153903091734
35,25,12,0.4,61,55,1010,2015-03-17,40.02153903091734
34,26,15,0.1,66,35,1011,2016-03-17,35.94120999227555
34,26,17,0.2,67,47,1010,2017-03-17,38.1761366246294
36,26,16,0.0,60,21,1011,2018-03-17,33.96000000000001
38,28,10,0.0,54,16,1012,2019-03-17,35.36263340389897
38,26,15,0.0,52,5,1012,2020-03-17,31.69620999227555
36,24,12,0.0,64,21,1009,2021-03-17,33.32153903091735
38,27,6,1.2,59,40,1011,2009-03-25,39.99030615433009
38,27,7,6.5,66,42,1009,2010-03-25,39.577549213361245
29,24,7,3.8,77,69,1010,2011-03-25,39.622549213361246
36,26,8,1.3,65,40,1010,2012-03-25,38.347943725152284
37,27,9,8.7,67,29,1007,2013-03-25,35.915000000000006
35,26,11,1.0,61,55,1011,2014-03-25,40.54002512578676
37,26,18,0.0,50,11,1012,2015-03-25,32.13441558772843
37,26,19,0.1,59,18,1014,2016-03-25,33.6696606338756
36,27,15,0.5,63,23,1011,2017-03-25,34.92120999227554
37,27,11,0.0,53,17,1012,2018-03-25,34.45002512578676
35,27,16,8.1,59,21,1011,2019-03-25,32.725
38,26,16,0.0,61,14,1008,2020-03-25,33.519999999999996
36,26,10,4.9,63,48,1009,2021-03-25,39.14763340389898
35,27,10,0.1,57,26,1011,2009-03-26,35.387633403898974
35,26,9,6.3,64,31,1011,2010-03-26,35.195
34,23,7,3.6,67,47,1010,2011-03-26,37.052549213361246
36,27,6,1.1,63,20,1011,2012-03-26,35.0853061543301
35,27,12,10.4,67,31,1008,2013-03-26,34.80153903091735
35,25,11,0.7,60,49,1011,2014-03-26,38.865025125786765
38,27,16,0.0,51,14,1013,2015-03-26,33.92
36,26,14,0.0,56,30,1014,2016-03-26,35.895005567935634
37,26,16,0.0,58,8,1012,2017-03-26,31.84
37,27,10,0.0,56,13,1012,2018-03-26,33.802633403898966
36,27,18,0.0,53,17,1012,2019-03-26,33.39441558772843
37,26,17,0.0,60,17,1009,2020-03-26,33.54613662462941
35,27,11,0.9,62,36,1009,2021-03-26,37.23502512578677
37,27,11,0.0,58,13,1011,2009-03-27,33.73002512578676
37,26,5,2.5,61,36,1011,2010-03-27,38.16335921350013
30,24,8,0.7,70,63,1010,2011-03-27,39.13794372515229
37,27,5,1.0,60,19,1011,2012-03-27,35.46835921350013
36,27,10,2.9,67,28,1008,2013-03-27,36.00763340389897
37,27,11,0.2,60,42,1009,2014-03-27,39.50002512578676
37,27,18,1.1,51,9,1013,2015-03-27,32.109415587728435
36,26,15,0.0,52,37,1014,2016-03-27,37.13620999227555
37,26,13,0.0,50,16,1013,2017-03-27,33.53666923472161
37,26,9,0.0,53,13,1011,2018-03-27,33.32
36,27,18,0.0,54,21,1012,2019-03-27,34.214415587728425
37,25,13,0.0,63,20,1010,2020-03-27,34.0366692347216
36,28,14,0.1,55,33,1008,2021-03-27,37.340005567935634
35,26,6,2.2,63,36,1011,2009-03-28,37.1203061543301
34,26,6,2.3,64,33,1011,2010-03-28,36.025306154330096
35,23,6,0.6,62,48,1009,2011-03-28,38.20030615433009
37,26,6,1.5,60,23,1011,2012-03-28,35.565306154330095
36,27,12,3.5,67,21,1009,2013-03-28,34.356539030917354
37,26,12,0.6,64,42,1009,2014-03-28,38.93153903091735
37,26,17,0.0,52,15,1011,2015-03-28,33.02613662462941
36,25,14,0.0,50,18,1014,2016-03-28,32.87500556793564
36,27,13,0.1,54,25,1012,2017-03-28,35.381669234721606
36,26,10,0.0,58,32,1010,2018-03-28,36.60263340389897
37,27,15,0.0,61,18,1011,2019-03-28,34.45620999227555
35,26,14,3.0,65,47,1009,2020-03-28,38.425005567935635
35,27,18,0.0,61,27,1007,2021-03-28,34.954415587728434
39,26,6,1.8,56,19,1010,2009-03-29,35.62030615433008
37,26,9,2.7,60,50,1011,2010-03-29,40.455000000000005
36,23,8,1.8,63,52,1009,2011-03-29,39.112943725152284
37,27,8,0.0,57,7,1010,2012-03-29,32.782943725152286
36,27,11,2.6,66,30,1009,2013-03-29,36.36002512578676
37,27,11,1.4,64,23,1009,2014-03-29,35.600025125786765
37,27,17,0.0,53,17,1010,2015-03-29,33.92613662462941
36,25,16,0.0,54,11,1014,2016-03-29,31.4
37,27,14,0.2,57,28,1012,2017-03-29,36.44500556793563
33,25,14,0.0,61,24,1011,2018-03-29,32.73500556793564
35,27,12,0.0,63,41,1010,2019-03-29,38.32153903091734
36,26,15,5.2,61,38,1009,2020-03-29,36.636209992275546
36,26,17,0.0,60,19,1007,2021-03-29,33.40613662462941
34,26,7,5.5,65,40,1009,2009-04-01,36.80754921336124
34,26,9,2.2,65,34,1011,2010-04-01,35.93
37,25,5,1.4,62,46,1008,2011-04-01,39.78835921350013
24,23,17,90.6,90,85,1008,2012-04-01,26.13613662462941
38,28,12,0.1,64,28,1009,2013-04-01,37.70653903091735
38,26,10,0.1,63,32,1008,2014-04-01,37.64763340389897
37,26,15,0.0,63,23,1010,2015-04-01,34.97620999227554
37,25,19,0.0,60,11,1011,2016-04-01,31.7446606338756
35,26,7,33.9,70,46,1011,2017-04-01,34.38754921336125
35,26,8,0.0,55,20,1010,2018-04-01,33.84294372515228
34,28,15,0.1,63,18,1012,2019-04-01,33.50120999227554
36,27,15,0.0,61,30,1010,2020-04-01,36.33620999227554
37,27,14,0.0,57,22,1005,2021-04-01,35.135005567935636
34,26,8,16.5,72,34,1010,2009-04-03,34.00794372515228
36,27,12,0.0,59,16,1011,2010-04-03,33.76153903091735
34,25,7,10.4,76,56,1009,2011-04-03,38.992549213361244
33,25,13,0.7,76,29,1013,2012-04-03,34.05166923472161
37,27,11,10.4,67,30,1008,2013-04-03,35.69002512578676
36,27,12,2.1,65,31,1009,2014-04-03,36.52653903091735
36,27,13,5.0,63,34,1007,2015-04-03,36.52666923472161
37,26,16,0.0,63,13,1011,2016-04-03,32.92
33,27,7,19.8,69,50,1012,2017-04-03,36.80254921336124
33,25,10,0.0,59,29,1010,2018-04-03,34.02263340389897
35,28,15,6.2,63,37,1012,2019-04-03,36.886209992275546
38,27,18,0.0,55,8,1010,2020-04-03,32.59441558772843
35,26,15,8.5,62,55,1007,2021-04-03,39.02120999227555
34,26,7,0.0,61,34,1011,2009-03-23,36.39254921336124
36,26,10,0.0,63,31,1008,2010-03-23,36.46263340389897
30,26,6,4.3,75,41,1010,2011-03-23,35.52530615433009
35,26,6,14.4,72,35,1011,2012-03-23,35.27030615433009
37,26,10,1.8,64,35,1009,2013-03-23,37.53263340389898
38,26,11,0.4,54,25,1011,2014-03-23,35.99002512578676
36,25,17,0.0,58,21,1011,2015-03-23,33.34613662462941
36,26,15,0.0,64,23,1010,2016-03-23,34.496209992275546
36,25,15,0.0,65,21,1010,2017-03-23,33.61620999227555
36,26,9,3.1,56,23,1010,2018-03-23,34.39499999999999
36,27,13,1.5,64,36,1010,2019-03-23,37.531669234721605
37,25,15,0.0,63,22,1010,2020-03-23,34.27620999227555
37,27,13,1.2,47,37,1009,2021-03-23,37.91666923472161
37,26,6,5.1,69,26,1010,2009-04-04,35.785306154330094
36,27,10,0.0,59,28,1011,2010-04-04,36.34263340389897
32,24,9,1.9,75,43,1010,2011-04-04,35.955
34,25,13,0.0,72,13,1013,2012-04-04,31.37666923472161
36,28,10,12.6,69,28,1007,2013-04-04,35.072633403898976
37,27,12,4.8,65,30,1010,2014-04-04,36.44153903091734
35,27,17,3.3,66,33,1008,2015-04-04,35.851136624629405
36,26,14,0.2,63,32,1011,2016-04-04,36.34500556793563
34,27,9,4.6,67,37,1011,2017-04-04,36.71
33,25,14,0.0,60,44,1010,2018-04-04,36.69500556793564
33,27,13,36.0,70,38,1012,2019-04-04,31.416669234721606
39,27,16,0.0,56,9,1010,2020-04-04,33.459999999999994
36,27,16,1.2,61,45,1007,2021-04-04,39.02
33,25,6,35.4,82,64,1009,2009-04-06,36.580306154330096
35,28,9,0.0,60,38,1010,2010-04-06,38.44
36,25,6,0.1,64,21,1011,2011-04-06,34.455306154330096
34,26,11,0.2,70,13,1011,2012-04-06,31.94002512578676
38,29,9,6.3,65,26,1005,2013-04-06,37.095000000000006
36,27,6,28.7,65,39,1012,2014-04-06,34.80530615433009
36,27,14,0.0,60,10,1009,2015-04-06,32.37500556793564
36,26,15,0.0,62,21,1010,2016-04-06,34.05620999227555
35,26,14,0.8,63,42,1009,2017-04-06,37.71500556793564
32,25,12,0.1,66,57,1009,2018-04-06,39.04653903091735
35,27,11,0.0,59,25,1011,2019-04-06,35.15002512578676
38,27,14,0.0,58,12,1010,2020-04-06,33.755005567935626
37,27,15,0.0,55,17,1009,2021-04-06,34.096209992275554
32,25,6,9.3,75,44,1010,2009-04-07,35.87530615433009
36,27,8,0.0,57,18,1012,2010-04-07,34.52294372515228
35,24,8,0.0,63,40,1010,2011-04-07,37.002943725152285
35,26,11,0.2,67,10,1010,2012-04-07,31.76002512578676
36,29,9,11.9,70,20,1005,2013-04-07,34.15500000000001
35,27,8,20.4,69,34,1012,2014-04-07,34.402943725152284
36,27,15,0.0,60,18,1009,2015-04-07,33.89620999227555
37,26,16,0.0,62,23,1011,2016-04-07,34.900000000000006
35,26,18,0.0,63,16,1009,2017-04-07,32.33441558772844
36,26,13,0.0,54,21,1011,2018-04-07,34.07666923472161
36,27,16,0.0,62,28,1011,2019-04-07,35.900000000000006
38,26,13,0.0,59,22,1010,2020-04-07,35.35666923472161
37,27,12,0.0,56,22,1009,2021-04-07,35.36153903091735
34,26,8,11.5,67,45,1009,2009-04-02,36.837943725152286
37,26,8,0.6,65,34,1011,2010-04-02,37.77294372515228
35,26,6,4.3,68,40,1009,2011-04-02,37.66530615433009
31,24,10,33.5,83,63,1011,2012-04-02,34.79763340389898
39,28,11,0.4,64,31,1009,2013-04-02,38.850025125786765
37,26,10,0.0,62,14,1008,2014-04-02,33.542633403898975
37,27,10,0.1,61,41,1008,2015-04-02,39.40763340389897
36,26,18,0.0,62,14,1011,2016-04-02,32.454415587728434
35,25,6,15.5,69,51,1011,2017-04-02,37.745306154330095
34,25,8,0.0,56,20,1010,2018-04-02,32.862943725152284
37,26,15,0.0,58,8,1012,2019-04-02,31.916209992275547
36,27,16,0.0,57,34,1010,2020-04-02,36.980000000000004
37,28,12,1.0,57,59,1007,2021-04-02,43.09153903091735
36,25,9,0.0,61,21,1010,2009-03-21,34.059999999999995
34,28,12,0.0,56,20,1010,2010-03-21,33.98153903091735
35,25,8,25.0,75,49,1009,2011-03-21,35.77294372515229
35,26,8,9.9,70,46,1010,2012-03-21,37.85794372515228
38,25,10,0.0,65,25,1009,2013-03-21,35.822633403898976
34,26,15,0.3,66,40,1009,2014-03-21,36.87120999227555
35,25,17,0.0,57,27,1013,2015-03-21,34.06613662462941
36,25,14,0.0,66,11,1010,2016-03-21,31.715005567935634
35,25,10,0.2,68,50,1011,2017-03-21,39.39263340389898
35,27,10,2.8,64,37,1010,2018-03-21,37.30263340389897
36,27,13,0.1,63,29,1011,2019-03-21,36.34166923472161
36,25,15,0.0,62,18,1012,2020-03-21,32.996209992275546
36,26,14,1.3,66,46,1008,2021-03-21,38.980005567935635
35,25,9,0.1,65,38,1009,2009-04-08,37.005
39,28,11,0.0,54,14,1012,2010-04-08,35.37002512578675
37,24,8,0.0,61,19,1011,2011-04-08,33.782943725152286
36,26,8,1.7,65,26,1010,2012-04-08,35.48794372515228
35,28,12,8.8,69,28,1008,2013-04-08,34.98153903091735
35,27,10,15.4,68,27,1012,2014-04-08,33.53263340389897
38,26,19,0.0,53,4,1010,2015-04-08,31.184660633875602
36,26,16,0.0,64,26,1010,2016-04-08,35.02
36,27,15,0.0,63,23,1010,2017-04-08,34.97620999227554
33,27,8,0.0,51,42,1011,2018-04-08,37.682943725152285
35,28,13,0.0,63,29,1010,2019-04-08,36.336669234721604
35,26,11,2.9,66,73,1010,2020-04-08,43.93502512578676
33,27,11,5.5,64,67,1009,2021-04-08,41.78502512578676
34,27,8,17.5,75,29,1010,2009-04-05,33.417943725152284
37,27,9,0.0,59,37,1010,2010-04-05,38.72
35,24,6,0.1,66,22,1011,2011-04-05,33.6953061543301
35,25,10,0.0,71,15,1011,2012-04-05,32.48263340389898
35,28,10,10.6,70,32,1006,2013-04-05,35.67263340389897
38,27,11,2.0,61,29,1011,2014-04-05,37.19002512578677
35,27,14,0.4,63,33,1008,2015-04-05,36.45500556793563
36,26,16,0.0,63,23,1010,2016-04-05,34.4
34,26,14,16.5,66,40,1010,2017-04-05,34.54000556793563
30,26,10,0.4,68,58,1009,2018-04-05,38.92263340389897
35,27,12,2.0,60,37,1012,2019-04-05,37.20153903091735
39,27,18,0.0,51,7,1010,2020-04-05,32.81441558772843
34,27,14,0.1,59,34,1009,2021-04-05,36.14000556793563
35,26,7,5.3,67,31,1008,2009-04-10,35.55754921336124
38,27,8,0.7,55,30,1009,2010-04-10,37.71794372515229
36,25,7,0.0,58,28,1012,2011-04-10,35.65254921336124
37,27,10,0.1,62,26,1010,2012-04-10,36.46763340389897
35,28,10,7.9,68,38,1009,2013-04-10,37.29763340389897
34,26,11,7.9,68,47,1010,2014-04-10,37.525025125786755
38,27,16,0.0,54,10,1010,2015-04-10,33.12
38,26,12,0.0,57,14,1010,2016-04-10,33.80153903091735
36,27,14,0.0,69,22,1008,2017-04-10,34.93500556793563
36,27,12,0.0,54,28,1010,2018-04-10,36.04153903091734
38,28,12,0.0,59,20,1009,2019-04-10,36.021539030917346
34,27,15,6.8,66,60,1012,2020-04-10,40.45620999227555
35,27,12,3.6,62,52,1010,2021-04-10,39.96153903091735
33,26,9,4.9,67,33,1009,2009-04-09,34.825
35,27,6,3.8,66,31,1009,2009-04-11,36.400306154330096
36,27,9,0.2,61,43,1010,2010-04-09,39.42999999999999
36,24,8,0.6,62,26,1011,2011-04-09,34.612943725152284
37,26,11,0.1,61,16,1010,2012-04-09,33.85502512578676
34,28,9,3.2,71,26,1008,2013-04-09,35.24
37,26,8,5.1,69,31,1010,2014-04-09,36.557943725152285
37,27,14,0.0,54,7,1010,2015-04-09,32.17500556793563
37,26,18,0.0,62,13,1010,2016-04-09,32.73441558772843
36,27,16,0.0,65,18,1009,2017-04-09,33.92
37,25,11,0.0,48,11,1011,2018-04-09,32.130025125786766
37,28,14,0.0,59,21,1010,2019-04-09,35.575005567935634
33,27,14,11.1,68,69,1011,2020-04-09,41.21000556793564
34,27,9,2.5,63,56,1009,2021-04-09,40.705000000000005
38,27,10,0.0,55,20,1008,2010-04-11,35.60263340389897
36,25,8,0.2,61,16,1010,2011-04-11,33.13294372515228
36,27,11,19.6,66,39,1009,2012-04-11,35.61002512578676
34,28,7,18.4,74,35,1008,2013-04-11,35.03254921336124
36,26,9,5.7,67,36,1010,2014-04-11,36.825
36,27,16,0.0,59,30,1011,2015-04-11,36.24
37,28,15,0.0,60,18,1008,2016-04-11,34.87620999227555
37,26,10,0.0,66,19,1008,2017-04-11,34.62263340389897
36,27,15,0.0,60,25,1009,2018-04-11,35.29620999227555
36,28,11,0.3,62,41,1009,2019-04-11,39.325025125786766
35,27,11,2.6,63,54,1011,2020-04-11,40.64002512578676
36,27,14,0.0,58,22,1011,2021-04-11,34.77500556793563
31,26,6,13.0,83,35,1008,2009-04-13,33.64030615433009
39,27,8,1.1,55,26,1009,2010-04-13,37.357943725152296
36,24,9,0.0,58,22,1011,2011-04-13,33.72
35,26,12,4.0,68,19,1009,2012-04-13,32.90153903091735
32,27,10,3.7,64,42,1010,2013-04-13,36.667633403898975
35,26,9,1.2,65,25,1010,2014-04-13,34.76
28,27,9,24.6,69,30,1013,2015-04-13,29.389999999999997
34,27,11,1.9,63,63,1010,2016-04-13,42.02502512578677
35,27,13,0.5,64,17,1011,2017-04-13,33.40166923472161
38,27,14,0.0,62,19,1009,2018-04-13,35.215005567935634
36,29,12,0.2,60,28,1010,2019-04-13,37.131539030917345
34,27,9,14.1,68,62,1011,2020-04-13,40.305
33,28,15,0.1,65,48,1011,2021-04-13,39.02120999227555
33,26,5,15.7,81,30,1008,2009-04-14,33.323359213500126
38,27,12,0.1,56,22,1010,2010-04-14,35.866539030917345
38,25,10,0.0,59,17,1009,2011-04-14,34.10263340389898
35,26,12,5.8,68,23,1009,2012-04-14,33.43153903091735
38,26,11,0.0,61,28,1010,2013-04-14,36.77002512578676
36,27,10,2.8,65,23,1010,2014-04-14,35.022633403898965
36,25,11,1.2,64,53,1009,2015-04-14,40.130025125786766
36,25,11,1.2,64,51,1009,2016-04-14,39.73002512578677
37,26,15,0.1,57,7,1011,2017-04-14,31.66120999227555
38,27,15,0.0,61,16,1008,2018-04-14,34.496209992275546
37,29,15,0.0,59,23,1010,2019-04-14,36.396209992275544
33,26,6,8.9,68,64,1012,2020-04-14,40.83530615433009
34,27,12,8.0,65,62,1010,2021-04-14,40.86153903091734
33,26,4,15.4,82,26,1009,2009-04-15,32.75
41,28,11,0.0,53,17,1010,2010-04-15,36.91002512578676
35,26,10,3.9,67,36,1009,2011-04-15,36.47763340389898
35,26,13,0.0,69,18,1009,2012-04-15,33.23666923472161
37,27,12,0.0,61,15,1008,2013-04-15,34.04153903091734
36,26,8,4.7,65,27,1010,2014-04-15,35.237943725152284
35,26,10,1.9,65,56,1009,2015-04-15,40.73763340389898
35,26,10,1.9,65,63,1009,2016-04-15,42.13763340389898
37,26,14,0.0,57,12,1010,2017-04-15,32.73500556793563
35,27,13,0.0,64,39,1009,2018-04-15,37.83666923472161
38,29,13,2.7,57,23,1010,2019-04-15,36.6116692347216
34,27,10,26.6,68,79,1011,2020-04-15,41.73263340389897
34,27,8,4.4,66,50,1010,2021-04-15,39.402943725152284
33,26,7,9.2,80,31,1008,2009-04-16,34.232549213361246
35,28,11,16.8,69,33,1011,2010-04-16,34.93002512578676
36,25,11,0.0,69,28,1009,2011-04-16,35.41002512578676
36,27,10,0.0,68,15,1008,2012-04-16,33.862633403898975
37,27,11,0.0,64,18,1007,2013-04-16,34.770025125786766
35,27,8,5.8,65,26,1009,2014-04-16,34.852943725152286
36,27,15,0.4,59,27,1012,2015-04-16,35.676209992275545
35,26,11,1.4,66,60,1009,2016-04-16,41.54002512578676
38,26,15,0.0,61,13,1010,2017-04-16,33.43620999227554
39,27,15,0.0,57,17,1010,2018-04-16,35.15620999227555
35,29,12,4.5,62,48,1010,2019-04-16,40.02653903091735
34,27,11,8.5,65,59,1010,2020-04-16,40.27502512578676
34,27,11,8.7,67,71,1010,2021-04-16,42.68502512578676
37,27,8,0.7,56,30,1009,2009-03-30,37.237943725152284
35,27,10,1.3,60,39,1011,2010-03-30,37.86763340389898
33,22,8,0.0,61,44,1010,2011-03-30,35.76294372515228
37,27,6,0.9,63,21,1009,2012-03-30,35.775306154330096
37,26,12,0.0,66,28,1008,2013-03-30,36.241539030917345
37,26,13,0.0,66,17,1009,2014-03-30,33.97666923472161
37,26,14,0.1,58,21,1010,2015-03-30,34.54000556793563
37,25,17,0.0,54,6,1014,2016-03-30,30.826136624629402
36,27,12,0.9,57,32,1012,2017-03-30,36.80653903091735
33,25,11,1.0,67,29,1010,2018-03-30,33.94002512578676
38,27,10,1.3,63,27,1010,2019-03-30,37.00763340389897
35,26,15,0.0,64,31,1009,2020-03-30,35.57620999227555
38,26,13,0.0,59,15,1006,2021-03-30,33.876669234721604
33,26,10,10.2,79,36,1006,2009-04-20,34.71263340389897
34,27,3,30.5,81,38,1009,2010-04-20,34.02576951545867
32,25,8,6.5,76,36,1009,2011-04-20,34.46794372515229
38,27,9,0.8,62,31,1008,2012-04-20,37.92
36,28,10,1.2,61,29,1008,2013-04-20,36.84263340389897
36,27,10,8.3,66,31,1009,2014-04-20,35.79763340389898
37,28,12,1.4,60,26,1009,2015-04-20,36.53153903091735
35,26,9,2.5,68,61,1008,2016-04-20,41.785
37,28,12,0.0,62,15,1010,2017-04-20,34.60153903091735
36,27,13,0.2,58,33,1009,2018-04-20,36.9866692347216
35,29,12,0.7,60,41,1007,2019-04-20,39.096539030917356
36,27,13,0.0,61,35,1010,2020-04-20,37.49666923472161
34,27,9,6.5,65,64,1009,2021-04-20,41.745
33,26,7,15.8,83,33,1006,2009-04-21,33.662549213361245
34,26,4,14.4,77,45,1010,2010-04-21,37.120000000000005
34,25,12,0.0,72,31,1010,2011-04-21,35.00153903091735
35,28,8,14.4,64,30,1008,2012-04-21,34.82294372515229
35,27,9,1.3,62,31,1009,2013-04-21,36.365
38,27,9,18.2,67,34,1009,2014-04-21,36.03000000000001
38,30,9,0.2,58,15,1009,2015-04-21,36.25
38,28,18,0.3,60,33,1010,2016-04-21,38.14941558772843
38,28,11,0.0,61,17,1009,2017-04-21,35.55002512578676
36,27,14,0.0,59,42,1009,2018-04-21,38.75500556793563
37,28,14,0.4,60,13,1007,2019-04-21,33.87500556793564
