max,min,wind,rain,humidi,cloud,pressure,date,temp
32,26,7,13.1,82,23,1012,2019-09-26,31.667549213361248
32,26,8,14.4,76,60,1008,2020-09-26,38.56294372515229
26,24,9,7.5,96,63,1006,2009-09-27,36.455
33,25,6,10.3,82,28,1010,2010-09-27,33.16530615433009
30,25,12,18.6,87,64,1005,2011-09-27,37.011539030917355
30,24,8,7.2,90,69,1008,2012-09-27,39.722943725152284
31,25,8,23.4,87,54,1008,2013-09-27,35.23294372515228
33,25,6,38.5,84,47,1011,2014-09-27,32.7953061543301
32,26,11,6.0,78,40,1007,2015-09-27,35.55002512578676
32,25,6,28.9,84,49,1007,2016-09-27,34.0553061543301
33,26,7,19.6,81,52,1009,2017-09-27,36.91254921336125
33,26,7,8.3,76,25,1008,2018-09-27,33.08754921336124
33,25,4,13.8,87,34,1011,2009-09-18,34.230000000000004
32,25,5,17.9,85,43,1008,2010-09-18,34.67335921350012
32,25,9,8.0,85,41,1007,2011-09-18,35.28
32,24,7,12.3,84,35,1009,2012-09-18,33.16754921336125
28,24,15,3.2,87,47,1006,2013-09-18,34.19620999227555
33,24,5,0.8,77,28,1010,2014-09-18,34.11835921350013
31,24,8,4.3,85,62,1009,2015-09-18,39.17794372515228
32,26,9,11.1,83,44,1007,2016-09-18,35.875
33,26,9,12.9,75,22,1010,2017-09-18,31.605000000000004
28,25,11,26.4,89,61,1010,2018-09-18,34.47002512578676
29,24,9,15.2,90,65,1009,2019-09-18,37.14
26,25,19,35.9,88,92,1003,2020-09-18,37.45966063387559
33,26,7,4.6,78,15,1012,2019-09-27,31.762549213361247
29,26,8,4.8,81,52,1007,2020-09-27,36.98294372515229
27,24,15,15.2,92,50,1003,2009-09-28,32.536209992275545
35,25,3,17.5,84,31,1009,2010-09-28,34.135769515458676
28,24,13,18.4,90,79,1007,2011-09-28,38.55666923472161
27,24,8,15.5,94,73,1009,2012-09-28,37.877943725152285
30,25,9,1.8,88,53,1007,2013-09-28,37.67
32,25,8,7.7,84,35,1010,2014-09-28,34.26794372515228
32,26,8,30.6,81,46,1008,2015-09-28,33.43294372515229
31,26,5,8.8,84,65,1007,2016-09-28,40.39835921350013
30,26,4,16.8,87,63,1008,2017-09-28,38.519999999999996
32,26,7,17.5,79,22,1008,2018-09-28,30.66754921336124
33,25,7,23.8,78,43,1011,2019-09-28,33.96254921336124
31,26,10,4.8,78,66,1007,2020-09-28,40.52263340389898
26,24,13,2.4,92,36,1002,2009-09-29,31.29666923472161
32,25,5,7.3,86,51,1009,2010-09-29,37.90335921350013
30,24,14,15.0,86,55,1007,2011-09-29,35.105005567935635
28,23,5,2.8,92,69,1009,2012-09-29,39.29835921350013
31,25,8,17.0,85,40,1005,2013-09-29,33.29294372515229
34,25,5,4.8,81,28,1010,2014-09-29,34.598359213500125
33,26,8,4.4,78,33,1008,2015-09-29,35.20294372515229
30,25,9,33.2,86,64,1007,2016-09-29,35.12
32,26,8,21.4,82,21,1009,2017-09-29,29.852943725152286
33,26,8,4.5,79,27,1008,2018-09-29,34.00794372515229
33,25,7,3.4,78,34,1011,2019-09-29,35.22254921336125
31,25,10,17.6,79,62,1008,2020-09-29,37.34263340389897
28,25,12,11.3,91,48,1004,2009-09-30,33.966539030917346
32,25,5,2.9,87,54,1007,2010-09-30,39.143359213500126
31,24,13,6.3,83,39,1008,2011-09-30,33.751669234721604
31,24,4,37.4,89,63,1009,2012-09-30,34.99000000000001
31,24,10,8.5,85,39,1005,2013-09-30,33.66763340389898
34,25,8,7.6,79,30,1010,2014-09-30,34.182943725152285
33,26,10,3.2,77,26,1010,2015-09-30,33.80263340389897
31,25,8,35.6,83,45,1007,2016-09-30,31.502943725152285
32,26,7,36.1,81,42,1010,2017-09-30,31.95754921336125
31,26,7,14.5,78,40,1009,2018-09-30,34.21754921336125
32,25,7,10.8,81,37,1010,2019-09-30,34.25254921336125
32,26,9,3.6,76,53,1007,2020-09-30,38.660000000000004
30,24,5,15.2,91,59,1008,2009-10-02,36.89835921350012
32,25,4,18.9,87,76,1005,2010-10-02,41.245000000000005
32,24,8,15.1,87,45,1006,2011-10-02,34.63794372515228
30,25,6,32.0,92,78,1011,2012-10-02,38.6303061543301
30,25,10,34.5,89,69,1009,2013-10-02,35.92763340389898
33,25,5,3.7,80,23,1009,2014-10-02,33.22335921350013
33,26,8,3.0,76,55,1011,2015-10-02,39.83294372515228
32,26,5,31.8,83,38,1008,2016-10-02,32.04835921350013
28,25,10,49.5,89,90,1008,2017-10-02,36.85763340389898
33,26,4,34.7,79,56,1009,2018-10-02,35.795
32,25,7,16.7,80,32,1011,2019-10-02,32.367549213361244
32,27,8,34.7,78,74,1006,2020-10-02,38.81794372515229
30,24,5,36.1,93,62,1010,2009-10-04,34.44335921350012
31,24,6,16.0,90,65,1007,2010-10-04,38.3103061543301
29,24,8,35.0,92,79,1007,2011-10-04,37.07294372515229
31,24,8,4.7,88,44,1008,2012-10-04,35.55794372515229
31,24,9,17.8,85,42,1008,2013-10-04,33.029999999999994
34,25,4,8.5,77,37,1008,2014-10-04,35.865
30,25,8,14.3,82,77,1012,2015-10-04,40.67794372515228
32,25,8,11.7,84,40,1007,2016-10-04,34.60794372515228
32,24,8,11.5,82,35,1010,2017-10-04,33.157943725152286
32,26,8,25.9,82,62,1009,2018-10-04,37.37794372515229
32,26,6,1.5,76,36,1010,2019-10-04,35.965306154330094
30,26,13,22.8,82,70,1008,2020-10-04,37.95666923472161
28,24,5,52.1,95,80,1008,2009-10-07,34.643359213500126
31,25,5,13.2,88,45,1009,2010-10-07,35.35835921350013
32,24,4,18.6,87,61,1010,2011-10-07,37.89
30,24,7,28.1,89,72,1008,2012-10-07,37.27754921336125
30,24,8,14.0,88,56,1009,2013-10-07,36.08294372515229
32,24,6,2.7,81,53,1009,2014-10-07,38.2653061543301
33,26,6,17.9,77,29,1011,2015-10-07,32.64530615433009
30,25,8,42.1,88,67,1008,2016-10-07,34.54794372515229
33,26,7,11.9,78,36,1008,2017-10-07,34.787549213361245
33,25,7,12.0,77,24,1010,2018-10-07,31.89254921336125
32,24,5,6.1,80,31,1010,2019-10-07,33.48335921350013
27,25,9,13.3,88,69,1006,2020-10-07,37.62500000000001
29,24,5,9.5,92,63,1008,2009-10-06,38.07335921350013
34,25,4,8.0,86,58,1009,2010-10-06,40.34
29,24,5,8.2,89,55,1010,2011-10-06,36.64835921350013
29,25,9,11.1,89,59,1009,2012-10-06,37.035000000000004
30,24,9,18.3,90,61,1008,2013-10-06,36.355000000000004
33,24,5,21.8,85,43,1009,2014-10-06,34.10835921350012
33,25,7,17.6,75,28,1011,2015-10-06,31.832549213361247
31,25,10,23.4,86,80,1008,2016-10-06,40.21263340389898
27,26,4,26.1,87,33,1010,2017-10-06,29.665000000000003
32,25,9,10.2,78,37,1010,2018-10-06,34.06999999999999
31,25,6,38.9,81,36,1010,2019-10-06,29.4553061543301
29,25,6,1.6,82,60,1008,2020-10-06,38.83030615433009
29,24,6,36.8,94,71,1008,2009-10-08,35.49030615433009
32,25,6,7.2,85,35,1009,2010-10-08,34.5703061543301
30,25,5,10.4,90,62,1009,2011-10-08,38.71835921350013
31,24,8,6.6,86,35,1009,2012-10-08,33.45294372515229
32,24,6,21.9,86,41,1009,2013-10-08,33.0853061543301
32,24,9,5.9,83,72,1010,2014-10-08,41.315
34,26,6,13.9,78,20,1011,2015-10-08,31.965306154330094
31,25,9,15.3,84,61,1009,2016-10-08,37.705
33,26,6,1.7,77,29,1007,2017-10-08,34.995306154330095
33,25,8,5.0,76,18,1010,2018-10-08,31.612943725152288
34,25,8,0.9,78,17,1010,2019-10-08,32.56794372515228
31,24,10,13.3,82,61,1006,2020-10-08,37.307633403898976
31,24,6,8.8,89,49,1009,2009-10-05,36.2103061543301
32,24,5,7.7,88,67,1008,2010-10-05,40.56335921350013
29,24,8,9.1,91,69,1009,2011-10-05,38.977943725152286
30,25,7,16.9,90,68,1009,2012-10-05,38.697549213361256
31,24,9,21.0,88,49,1007,2013-10-05,33.99000000000001
33,25,7,4.9,81,46,1008,2014-10-05,37.397549213361245
31,25,6,6.9,79,71,1012,2015-10-05,41.25530615433009
31,26,8,18.5,86,58,1007,2016-10-05,37.227943725152286
33,25,4,15.6,78,27,1009,2017-10-05,32.34
29,25,8,21.6,87,62,1011,2018-10-05,36.16294372515228
32,25,8,8.2,78,34,1010,2019-10-05,33.87294372515229
30,25,11,5.1,81,63,1008,2020-10-05,38.865025125786765
27,23,8,15.8,95,71,1009,2009-10-10,36.95294372515229
29,24,7,4.6,92,68,1006,2009-10-01,39.522549213361245
30,25,5,54.5,93,68,1007,2010-10-10,33.32335921350013
30,24,4,22.4,91,54,1010,2011-10-10,35.0
33,25,6,8.2,82,15,1009,2012-10-10,30.860306154330093
32,24,3,17.8,85,29,1010,2013-10-10,31.73076951545867
33,24,5,13.3,81,29,1008,2014-10-10,32.48335921350013
32,26,7,20.4,81,30,1011,2015-10-10,31.932549213361252
31,25,4,47.8,87,40,1007,2016-10-10,29.25
33,26,8,3.8,81,36,1006,2017-10-10,35.91294372515229
34,26,8,2.0,75,21,1010,2018-10-10,33.642943725152286
33,25,8,3.7,79,21,1010,2019-10-10,32.46794372515228
30,24,7,26.3,86,72,1007,2020-10-10,37.467549213361245
32,25,4,14.2,86,60,1006,2010-10-01,38.74999999999999
31,24,9,25.1,86,36,1007,2011-10-01,30.734999999999996
31,25,4,38.0,90,59,1010,2012-10-01,34.64
32,24,8,11.6,84,47,1007,2013-10-01,35.52294372515229
31,25,8,1.8,82,24,1010,2014-10-01,32.41294372515228
33,26,9,1.1,74,35,1011,2015-10-01,35.975
31,26,8,21.2,84,45,1008,2016-10-01,34.20294372515228
33,26,7,27.7,81,67,1009,2017-10-01,38.69754921336125
34,26,4,15.4,76,40,1009,2018-10-01,35.93
32,25,10,11.8,79,29,1011,2019-10-01,32.17263340389897
33,27,9,8.3,75,66,1006,2020-10-01,41.515
30,23,4,6.8,89,50,1011,2009-10-12,36.019999999999996
30,24,6,78.8,94,75,1008,2010-10-12,30.490306154330092
31,24,8,7.3,87,47,1009,2011-10-12,35.767943725152286
33,24,5,2.5,82,27,1009,2012-10-12,33.74335921350013
33,24,5,8.2,84,42,1008,2013-10-12,35.90835921350013
34,24,7,4.4,81,20,1010,2014-10-12,32.31254921336125
32,26,6,31.7,79,45,1012,2015-10-12,33.335306154330084
31,25,6,38.0,87,63,1007,2016-10-12,35.050306154330094
34,26,5,15.1,79,25,1007,2017-10-12,32.85335921350013
33,26,6,3.7,74,28,1011,2018-10-12,34.5153061543301
32,25,8,13.0,81,26,1010,2019-10-12,31.61294372515229
29,25,9,12.3,86,82,1005,2020-10-12,41.315000000000005
27,25,4,43.0,96,75,1009,2009-10-03,35.19
31,25,6,22.4,89,67,1005,2010-10-03,38.1903061543301
30,25,8,96.2,91,64,1006,2011-10-03,25.852943725152286
30,24,5,16.8,90,58,1009,2012-10-03,36.458359213500124
30,24,11,12.5,88,53,1009,2013-10-03,35.41502512578677
34,25,5,2.4,76,35,1008,2014-10-03,36.21835921350013
32,26,11,9.7,80,57,1011,2015-10-03,38.515025125786764
32,26,7,18.8,84,56,1007,2016-10-03,37.35254921336125
26,24,8,18.3,92,70,1009,2017-10-03,36.31794372515229
33,25,4,40.4,81,62,1009,2018-10-03,35.68
32,25,8,5.3,80,37,1010,2019-10-03,34.947943725152285
32,27,8,19.3,77,55,1008,2020-10-03,37.34794372515228
32,24,3,7.3,87,24,1011,2009-10-14,32.36576951545867
28,24,6,1.3,93,63,1006,2010-10-14,38.6553061543301
30,24,8,8.4,89,47,1009,2011-10-14,35.14294372515229
33,24,6,2.1,83,31,1011,2012-10-14,34.5353061543301
31,25,9,3.9,83,32,1006,2013-10-14,33.535
33,24,5,3.1,78,27,1011,2014-10-14,33.613359213500125
33,26,7,9.8,75,30,1011,2015-10-14,33.90254921336125
31,26,7,11.1,86,39,1006,2016-10-14,34.62754921336124
31,25,9,21.6,86,60,1006,2017-10-14,36.54
33,26,5,13.4,78,30,1012,2018-10-14,33.68835921350012
33,24,7,3.0,80,15,1011,2019-10-14,31.02254921336125
28,25,17,16.1,88,87,1007,2020-10-14,40.651136624629416
31,23,5,1.2,86,26,1011,2009-10-13,32.35835921350013
29,24,5,7.0,93,67,1008,2010-10-13,39.268359213500126
30,24,10,25.0,88,68,1009,2011-10-13,36.63263340389898
33,24,6,4.2,81,32,1010,2012-10-13,34.36030615433009
32,24,5,6.7,83,44,1008,2013-10-13,36.013359213500124
32,24,6,5.0,80,27,1011,2014-10-13,32.7403061543301
33,26,9,12.3,77,26,1012,2015-10-13,32.574999999999996
31,25,7,14.7,86,57,1006,2016-10-13,37.187549213361244
33,26,5,34.1,81,34,1006,2017-10-13,31.323359213500126
34,26,7,0.2,74,31,1011,2018-10-13,36.022549213361245
32,25,9,30.9,83,33,1010,2019-10-13,30.265000000000004
29,22,9,15.9,86,93,1005,2020-10-13,41.475
28,24,7,35.9,95,66,1008,2009-10-09,34.02754921336125
31,25,5,12.4,88,44,1008,2010-10-09,35.25835921350013
30,25,4,40.7,92,66,1009,2011-10-09,35.155
32,24,5,7.5,83,39,1009,2012-10-09,34.91335921350013
31,24,7,25.2,87,62,1010,2013-10-09,36.21254921336124
30,24,8,8.8,84,39,1010,2014-10-09,33.402943725152284
33,26,9,6.6,80,28,1010,2015-10-09,33.849999999999994
31,25,7,24.2,84,46,1008,2016-10-09,33.562549213361244
32,26,6,12.8,78,32,1006,2017-10-09,33.43030615433009
34,25,8,0.0,73,7,1010,2018-10-09,30.602943725152286
33,25,7,17.5,79,24,1010,2019-10-09,31.107549213361242
28,25,8,30.2,88,72,1008,2020-10-09,36.33294372515228
31,26,2,12.5,89,47,1010,2009-10-15,36.89647186257614
29,23,9,2.3,92,79,1006,2010-10-15,41.355000000000004
30,24,6,5.8,87,62,1009,2011-10-15,38.720306154330096
33,24,8,1.7,81,19,1012,2012-10-15,31.947943725152285
31,25,11,5.5,86,25,1007,2013-10-15,31.78502512578676
33,25,4,4.1,78,42,1011,2014-10-15,37.105
33,26,6,17.6,77,26,1011,2015-10-15,32.090306154330094
31,26,7,24.6,87,48,1007,2016-10-15,34.442549213361254
28,25,14,32.2,89,82,1007,2017-10-15,37.48500556793564
32,26,9,4.4,79,18,1012,2018-10-15,31.699999999999996
32,24,9,3.9,78,18,1010,2019-10-15,30.715
29,24,15,15.5,86,84,1006,2020-10-15,40.231209992275545
29,24,7,25.1,94,56,1008,2009-10-18,34.12754921336124
33,23,5,1.8,86,43,1009,2010-10-18,36.628359213500126
31,24,5,7.6,87,32,1010,2011-10-18,33.098359213500125
34,24,6,0.7,78,14,1011,2012-10-18,31.745306154330095
32,24,5,10.2,84,31,1010,2013-10-18,32.948359213500126
33,25,5,22.2,81,29,1009,2014-10-18,31.668359213500132
32,26,7,21.6,78,39,1011,2015-10-18,33.492549213361244
30,25,8,16.1,88,65,1006,2016-10-18,38.00794372515229
30,25,9,32.8,86,75,1009,2017-10-18,37.42
33,26,4,34.0,78,38,1010,2018-10-18,32.3
33,25,7,6.1,79,15,1010,2019-10-18,31.017549213361246
30,25,11,30.3,84,84,1007,2020-10-18,39.32502512578676
28,23,4,20.5,95,61,1009,2009-10-19,35.245
31,24,6,0.6,85,27,1009,2010-10-19,32.96030615433009
32,24,4,12.1,85,21,1008,2011-10-19,30.785
33,25,6,0.4,78,19,1010,2012-10-19,32.770306154330086
32,25,4,7.0,84,26,1010,2013-10-19,33.07
33,25,8,0.6,81,34,1010,2014-10-19,35.572943725152285
31,26,8,23.5,80,48,1010,2015-10-19,34.41794372515229
31,24,10,22.3,87,56,1006,2016-10-19,35.057633403898976
32,25,9,27.5,84,54,1009,2017-10-19,34.975
29,25,5,21.5,86,55,1010,2018-10-19,35.09335921350012
32,25,6,2.3,80,22,1011,2019-10-19,32.6453061543301
29,25,5,6.1,83,65,1009,2020-10-19,39.32335921350013
30,25,7,13.3,90,38,1009,2009-09-22,33.23754921336125
33,25,7,6.6,85,31,1009,2010-09-22,34.242549213361244
29,24,12,5.9,87,69,1009,2011-09-22,38.996539030917354
31,25,10,31.0,88,50,1008,2012-09-22,33.112633403898975
31,24,13,18.8,86,50,1006,2013-09-22,34.09666923472161
33,25,8,5.4,78,22,1010,2014-09-22,32.39294372515228
33,26,10,5.6,78,28,1008,2015-09-22,33.82263340389897
32,26,8,14.0,81,37,1007,2016-09-22,34.102943725152286
27,25,5,19.6,90,68,1008,2017-09-22,37.018359213500126
31,26,10,44.4,82,28,1011,2018-09-22,27.142633403898973
27,24,5,13.4,90,61,1011,2019-09-22,36.10835921350013
33,27,8,7.2,77,70,1008,2020-09-22,42.66294372515228
29,24,6,18.1,93,64,1010,2009-10-20,36.91530615433009
31,24,6,8.8,89,59,1008,2010-10-20,38.190306154330095
32,25,6,7.0,87,30,1009,2011-10-20,33.6403061543301
34,24,6,0.8,78,20,1010,2012-10-20,32.910306154330094
33,25,5,6.4,84,33,1010,2013-10-20,34.918359213500125
34,25,5,14.1,81,27,1010,2014-10-20,33.003359213500126
33,26,4,9.6,78,46,1009,2015-10-20,37.540000000000006
30,25,12,19.8,87,52,1007,2016-10-20,34.47153903091735
33,25,8,21.6,81,33,1010,2017-10-20,32.222943725152284
31,25,14,4.7,83,49,1011,2018-10-20,36.47000556793564
31,25,6,5.2,80,27,1010,2019-10-20,32.690306154330095
31,24,10,13.5,82,72,1008,2020-10-20,39.51763340389898
29,25,4,19.9,94,75,1008,2009-10-17,39.595
31,24,7,2.4,89,47,1008,2010-10-17,36.632549213361244
32,25,6,10.8,87,31,1010,2011-10-17,33.290306154330096
34,25,6,3.9,81,30,1011,2012-10-17,35.025306154330096
32,24,9,1.3,83,20,1010,2013-10-17,31.605
34,25,5,5.3,80,43,1009,2014-10-17,37.48335921350013
33,26,6,4.2,74,37,1010,2015-10-17,36.22030615433009
31,26,5,19.1,87,62,1006,2016-10-17,38.293359213500125
30,26,6,34.5,85,55,1008,2017-10-17,33.955306154330096
33,25,4,8.8,76,30,1010,2018-10-17,33.94
33,25,9,4.7,79,22,1010,2019-10-17,32.415
27,24,10,38.0,91,82,1005,2020-10-17,35.96263340389898
29,25,4,12.0,93,49,1009,2009-10-16,35.580000000000005
30,24,10,0.6,87,48,1007,2010-10-16,36.23263340389897
32,24,5,5.2,85,27,1009,2011-10-16,32.89835921350013
33,25,6,7.3,83,27,1012,2012-10-16,33.47530615433009
32,24,10,9.5,84,30,1009,2013-10-16,32.277633403898975
34,25,3,11.0,78,47,1010,2014-10-16,37.71076951545867
33,26,5,11.0,77,47,1010,2015-10-16,37.388359213500124
31,26,5,25.8,89,65,1007,2016-10-16,37.94835921350013
32,25,9,11.9,83,34,1008,2017-10-16,33.275
33,26,8,3.6,77,19,1011,2018-10-16,32.56294372515229
33,25,9,1.0,77,25,1010,2019-10-16,33.529999999999994
26,16,13,55.1,92,89,1006,2020-10-16,30.07166923472161
27,23,5,13.5,96,66,1011,2009-10-11,36.713359213500134
28,24,7,133.3,96,91,1007,2010-10-11,24.417549213361248
31,24,6,14.9,89,45,1010,2011-10-11,34.51530615433009
33,24,5,3.2,82,23,1009,2012-10-11,32.838359213500134
33,24,3,6.4,82,33,1009,2013-10-11,34.660769515458675
33,24,7,10.2,83,25,1009,2014-10-11,31.962549213361243
33,26,5,7.7,76,25,1012,2015-10-11,33.503359213500126
30,25,3,55.8,88,43,1007,2016-10-11,28.330769515458673
33,26,7,8.1,82,29,1007,2017-10-11,34.01754921336124
35,26,7,3.2,74,24,1010,2018-10-11,34.65254921336125
32,25,6,8.5,82,16,1010,2019-10-11,30.535306154330097
29,24,10,38.5,87,74,1006,2020-10-11,35.22763340389897
29,24,6,28.0,94,61,1010,2009-10-23,34.85030615433009
32,23,4,0.1,79,33,1007,2010-10-23,34.345
33,25,6,5.0,84,18,1009,2011-10-23,31.980306154330094
32,25,7,12.8,84,63,1009,2012-10-23,39.19254921336125
33,25,5,3.4,81,32,1010,2013-10-23,35.10835921350013
32,25,6,20.5,85,56,1011,2014-10-23,36.815306154330095
31,25,11,13.4,79,37,1010,2015-10-23,32.92002512578676
32,25,9,31.3,85,79,1008,2016-10-23,39.405
31,25,10,17.1,83,58,1011,2017-10-23,36.75763340389898
33,26,6,2.6,77,35,1011,2018-10-23,36.1403061543301
32,25,7,4.9,82,33,1009,2019-10-23,34.33754921336125
31,25,8,7.4,81,74,1008,2020-10-23,41.51294372515229
29,24,6,16.6,94,44,1010,2009-10-25,33.160306154330094
32,24,6,12.4,86,40,1008,2010-10-25,34.29030615433009
32,25,4,9.0,82,23,1009,2011-10-25,32.11
33,25,5,2.7,80,31,1008,2012-10-25,34.95335921350013
33,23,5,11.0,82,20,1011,2013-10-25,30.60835921350013
32,25,8,2.9,84,28,1011,2014-10-25,33.60794372515228
32,25,9,1.7,74,50,1011,2015-10-25,37.885
30,25,5,4.0,85,51,1008,2016-10-25,37.35835921350012
34,25,5,5.2,78,22,1012,2017-10-25,33.31835921350012
33,25,11,5.1,78,17,1012,2018-10-25,31.185025125786762
33,25,10,2.1,80,22,1010,2019-10-25,32.72763340389898
30,25,7,21.1,82,80,1010,2020-10-25,40.327549213361245
30,24,6,15.1,92,50,1010,2009-10-21,35.04530615433009
31,24,6,9.3,90,59,1006,2010-10-21,38.095306154330096
32,24,6,6.3,84,22,1009,2011-10-21,31.585306154330098
34,25,6,4.2,77,16,1010,2012-10-21,32.08030615433009
32,25,5,1.9,81,29,1009,2013-10-21,34.213359213500134
33,25,6,15.1,82,32,1011,2014-10-21,33.2653061543301
33,26,5,23.5,78,40,1009,2015-10-21,34.113359213500125
30,25,11,16.8,87,53,1008,2016-10-21,35.23002512578675
33,25,6,24.2,81,34,1010,2017-10-21,32.26030615433009
33,25,9,5.3,80,22,1012,2018-10-21,32.385
32,25,7,13.9,80,26,1009,2019-10-21,31.54754921336125
30,25,5,31.7,84,62,1008,2020-10-21,35.38335921350012
32,23,5,3.6,87,31,1011,2009-10-27,33.518359213500126
32,25,5,0.9,86,33,1010,2010-10-27,35.28335921350013
34,25,5,1.1,82,18,1009,2011-10-27,33.15335921350013
33,24,6,2.2,81,20,1007,2012-10-27,32.2003061543301
32,24,5,1.7,81,19,1011,2013-10-27,31.78335921350013
33,24,4,7.9,81,42,1011,2014-10-27,36.095
33,25,12,0.5,73,14,1011,2015-10-27,31.06653903091735
32,25,11,4.4,82,20,1011,2016-10-27,31.450025125786762
33,25,4,14.0,78,54,1010,2017-10-27,37.99999999999999
33,26,7,0.3,75,31,1012,2018-10-27,35.54754921336124
33,25,7,0.9,78,18,1009,2019-10-27,32.357549213361246
30,25,11,1.9,79,50,1007,2020-10-27,36.685025125786765
33,24,6,1.4,79,26,1011,2009-10-29,33.56030615433009
32,23,9,5.1,83,19,1010,2010-10-29,30.335
33,24,7,6.8,82,21,1008,2011-10-29,31.632549213361248
34,24,7,8.9,82,24,1008,2012-10-29,32.41754921336124
34,24,5,3.3,79,16,1012,2013-10-29,31.923359213500127
34,26,5,2.1,79,15,1010,2014-10-29,32.863359213500125
33,26,9,0.2,72,16,1012,2015-10-29,32.29
33,26,7,4.2,80,36,1010,2016-10-29,36.022549213361245
31,24,5,7.1,81,28,1011,2017-10-29,32.27335921350013
35,26,6,0.2,73,13,1010,2018-10-29,33.00030615433009
33,25,7,5.4,78,20,1009,2019-10-29,32.08254921336125
28,25,7,4.3,83,60,1009,2020-10-29,37.84754921336124
30,24,4,13.0,91,49,1010,2009-10-22,35.41
31,23,7,0.5,80,42,1007,2010-10-22,35.217549213361245
32,25,5,11.9,83,20,1009,2011-10-22,30.953359213500132
32,25,4,4.2,84,59,1009,2012-10-22,40.07
33,25,5,3.9,81,35,1010,2013-10-22,35.63335921350012
33,25,7,18.4,82,37,1011,2014-10-22,33.65254921336125
33,26,7,8.4,78,36,1010,2015-10-22,35.35254921336124
31,25,10,15.2,86,63,1008,2016-10-22,38.04263340389897
31,25,8,23.2,81,34,1010,2017-10-22,31.182943725152292
33,26,4,1.6,78,25,1012,2018-10-22,34.599999999999994
32,25,6,18.5,82,37,1008,2019-10-22,33.1953061543301
31,25,8,4.4,78,76,1008,2020-10-22,42.30294372515229
32,24,6,2.2,83,29,1009,2009-11-01,33.5803061543301
29,22,5,4.7,92,59,1007,2010-11-01,36.97335921350013
33,24,5,0.1,82,17,1008,2011-11-01,32.083359213500124
33,25,5,3.7,82,37,1010,2012-11-01,36.083359213500124
33,24,4,3.7,82,27,1010,2013-11-01,33.725
34,25,8,0.3,77,21,1008,2014-11-01,33.39794372515228
33,26,9,6.5,73,22,1012,2015-11-01,32.565
32,25,7,6.5,81,28,1010,2016-11-01,33.09754921336124
26,24,7,26.9,93,69,1009,2017-11-01,34.95754921336125
33,23,7,0.4,69,21,1010,2018-11-01,31.872549213361246
31,23,7,3.6,83,34,1009,2019-11-01,33.25254921336125
32,26,9,13.2,80,65,1010,2020-11-01,39.76
31,23,8,18.8,84,46,1009,2009-11-02,33.282943725152286
30,23,5,1.7,88,54,1008,2010-11-02,37.363359213500125
32,24,4,0.8,82,27,1007,2011-11-02,33.60000000000001
33,24,6,22.2,85,46,1009,2012-11-02,34.5203061543301
33,24,5,2.0,79,19,1010,2013-11-02,32.17835921350012
33,26,6,10.4,81,32,1009,2014-11-02,34.410306154330094
33,25,8,1.4,72,37,1011,2015-11-02,35.892943725152286
31,25,6,1.0,80,25,1010,2016-11-02,32.9203061543301
31,24,5,8.2,84,46,1008,2017-11-02,35.70835921350013
34,25,4,0.3,70,21,1011,2018-11-02,33.815
30,25,7,16.5,84,32,1009,2019-11-02,31.437549213361244
31,26,9,1.4,78,59,1010,2020-11-02,39.79
28,24,2,11.9,94,46,1009,2009-10-24,34.36647186257615
34,24,4,0.6,81,16,1007,2010-10-24,32.410000000000004
33,24,7,0.7,83,17,1008,2011-10-24,31.767549213361246
33,24,5,2.0,82,29,1008,2012-10-24,34.19835921350013
33,24,6,4.2,82,26,1010,2013-10-24,33.18030615433009
33,25,6,9.0,83,56,1011,2014-10-24,39.0003061543301
31,25,9,10.6,77,54,1010,2015-10-24,36.89
29,25,5,14.0,87,69,1008,2016-10-24,38.99835921350012
32,25,7,3.8,81,39,1012,2017-10-24,35.742549213361244
32,25,9,28.4,82,27,1012,2018-10-24,29.460000000000004
33,25,8,2.5,80,31,1010,2019-10-24,34.667943725152284
30,25,6,33.7,84,73,1009,2020-10-24,37.175306154330094
33,23,4,2.0,83,15,1010,2009-10-31,31.1
26,21,9,22.9,96,52,1009,2010-10-31,30.505000000000006
33,24,4,2.6,83,29,1008,2011-10-31,34.27
33,25,8,6.0,81,14,1009,2012-10-31,30.74294372515229
33,24,5,2.1,81,28,1011,2013-10-31,34.02335921350013
33,25,6,8.4,81,34,1008,2014-10-31,34.590306154330094
34,26,8,0.3,71,14,1012,2015-10-31,32.45794372515228
32,25,7,4.6,82,49,1011,2016-10-31,37.622549213361246
28,24,8,7.9,83,69,1010,2017-10-31,38.51794372515228
34,24,6,0.0,64,11,1010,2018-10-31,30.950306154330097
29,24,8,4.9,82,30,1007,2019-10-31,31.58794372515229
32,26,6,19.3,79,68,1010,2020-10-31,39.75530615433009
28,24,8,4.6,92,35,1011,2009-10-26,32.41294372515229
32,25,4,42.7,87,47,1009,2010-10-26,31.955
32,25,5,5.3,82,39,1009,2011-10-26,35.72335921350013
36,24,5,0.0,77,23,1007,2012-10-26,34.67835921350013
33,23,7,2.6,82,15,1012,2013-10-26,30.642549213361246
34,25,6,7.1,82,21,1012,2014-10-26,32.785306154330094
33,25,12,4.8,73,25,1011,2015-10-26,32.621539030917354
31,24,15,0.5,83,30,1010,2016-10-26,32.701209992275544
32,25,6,1.9,78,48,1011,2017-10-26,37.8653061543301
